sample_id,team_03,team_02,team_01,team_05,team_04,team_06,team_07,team_25,team_31,team_19,team_18,team_30,team_24,team_26,team_27,team_23,team_22,team_20,team_21,team_10,team_11,team_13,team_12,team_16,team_17,team_29,team_15,team_14,team_28,team_09,team_08,class
Blebbistatin & Monastrol,0.6111111111111112,0.4659090909090909,0.5393258426966292,0.3707865168539326,0.07777777777777778,0.6477272727272727,0.0,0.23333333333333334,0.7555555555555555,0.8735632183908046,0.13333333333333333,0.7444444444444445,0.6741573033707865,0.05952380952380952,0.8876404494382022,0.2111111111111111,0.47191011235955055,0.449438202247191,0.3707865168539326,0.18888888888888888,0.5777777777777777,0.011235955056179775,0.16853932584269662,0.125,0.7555555555555555,0.19101123595505617,0.03529411764705882,0.5,0.20930232558139536,0.6444444444444445,0.34444444444444444,0
Blebbistatin & Vincristine,0.8333333333333334,0.26136363636363635,0.7303370786516854,0.21348314606741572,0.9222222222222223,1.0,0.13793103448275862,0.022222222222222223,0.2,0.8275862068965517,0.5111111111111111,0.9,0.48314606741573035,0.011904761904761904,0.48314606741573035,0.5333333333333333,0.7191011235955056,0.7752808988764045,0.43820224719101125,0.37777777777777777,0.5555555555555556,0.0,0.2696629213483146,0.3522727272727273,0.5888888888888889,0.3595505617977528,0.6470588235294118,0.9444444444444444,0.4418604651162791,0.9222222222222223,0.7333333333333333,0
Camptothecin & Cycloheximide,0.2111111111111111,0.8181818181818182,0.2247191011235955,0.9775280898876404,0.28888888888888886,0.09090909090909091,0.9655172413793104,0.17777777777777778,0.6,0.7011494252873564,0.8666666666666667,0.32222222222222224,0.02247191011235955,0.8571428571428571,1.0,0.7,0.25842696629213485,0.0449438202247191,0.3146067415730337,0.6444444444444445,0.12222222222222222,0.8089887640449438,0.0898876404494382,0.8181818181818182,0.6444444444444445,0.6853932584269663,0.4588235294117647,0.6111111111111112,0.45348837209302323,0.4111111111111111,0.0,0
Camptothecin & Doxorubicin,0.5333333333333333,0.9431818181818182,0.5168539325842697,0.7191011235955056,0.9555555555555556,0.9772727272727273,0.8160919540229885,0.5222222222222223,0.05555555555555555,0.735632183908046,0.6555555555555556,0.5555555555555556,0.14606741573033707,0.6785714285714286,0.011235955056179775,0.5666666666666667,0.8426966292134831,0.797752808988764,0.033707865168539325,0.7444444444444445,0.8888888888888888,0.9438202247191011,0.25842696629213485,0.8863636363636364,0.7111111111111111,0.056179775280898875,1.0,0.9222222222222223,1.0,0.9111111111111111,0.9888888888888889,0
Camptothecin & Etoposide,0.4222222222222222,0.9318181818181818,0.48314606741573035,0.9325842696629213,0.9333333333333333,0.9318181818181818,0.8850574712643678,0.6222222222222222,0.0,0.3563218390804598,0.4222222222222222,0.5333333333333333,0.4044943820224719,0.5595238095238095,0.10112359550561797,0.5555555555555556,0.9662921348314607,0.8089887640449438,0.0,0.8444444444444444,0.32222222222222224,0.8314606741573034,0.7528089887640449,0.5227272727272727,0.6222222222222222,0.0,0.9176470588235294,0.9666666666666667,0.47674418604651164,1.0,0.9555555555555556,1
Camptothecin & H-7,0.4666666666666667,1.0,0.4943820224719101,0.6067415730337079,0.5,0.17045454545454544,0.20689655172413793,0.07777777777777778,0.5555555555555556,0.9770114942528736,0.35555555555555557,0.6222222222222222,0.011235955056179775,0.5119047619047619,0.033707865168539325,0.9444444444444444,0.23595505617977527,0.07865168539325842,0.7415730337078652,0.9888888888888889,0.1,0.3146067415730337,0.651685393258427,0.9318181818181818,0.011111111111111112,0.20224719101123595,0.7411764705882353,0.32222222222222224,0.5813953488372093,0.4222222222222222,0.5777777777777777,1
Camptothecin & Mitomycin C,0.7666666666666667,0.8636363636363636,0.7078651685393258,1.0,0.9,0.9090909090909091,0.7586206896551724,0.7111111111111111,0.03333333333333333,0.28735632183908044,0.4777777777777778,0.7,0.5730337078651685,0.5476190476190477,0.1348314606741573,0.5888888888888889,0.5168539325842697,0.9213483146067416,0.0449438202247191,0.8666666666666667,0.9111111111111111,0.8764044943820225,0.4943820224719101,0.7954545454545454,0.08888888888888889,0.033707865168539325,0.8823529411764706,0.8333333333333334,0.7325581395348837,0.8111111111111111,0.7777777777777778,1
Camptothecin & Vincristine,0.23333333333333334,0.056818181818181816,0.16853932584269662,0.898876404494382,0.7555555555555555,0.022727272727272728,0.7816091954022989,0.16666666666666666,0.7888888888888889,0.0,0.7777777777777778,0.9888888888888889,0.797752808988764,0.8809523809523809,0.6741573033707865,0.43333333333333335,0.6966292134831461,0.23595505617977527,0.19101123595505617,0.36666666666666664,0.6555555555555556,0.6404494382022472,0.6292134831460674,0.7272727272727273,0.25555555555555554,0.47191011235955055,0.9647058823529412,0.8111111111111111,0.4186046511627907,0.14444444444444443,0.9666666666666667,0
Cycloheximide & H-7,0.6888888888888889,0.9772727272727273,0.8651685393258427,0.9213483146067416,0.7888888888888889,0.7613636363636364,1.0,0.08888888888888889,0.17777777777777778,0.9655172413793104,0.5444444444444444,0.022222222222222223,0.0449438202247191,0.13095238095238096,0.0,0.6222222222222222,0.39325842696629215,0.12359550561797752,0.6741573033707865,0.6888888888888889,0.8444444444444444,0.3707865168539326,0.056179775280898875,0.75,0.5111111111111111,0.14606741573033707,0.047058823529411764,0.3888888888888889,0.46511627906976744,0.8,0.4777777777777778,1
Cycloheximide & Mitomycin C,0.25555555555555554,0.5454545454545454,0.25842696629213485,0.39325842696629215,0.4888888888888889,0.20454545454545456,0.9770114942528736,0.4666666666666667,0.3888888888888889,0.26436781609195403,0.5,0.06666666666666667,0.4943820224719101,0.2857142857142857,0.8651685393258427,0.7777777777777778,0.1348314606741573,0.4044943820224719,0.8089887640449438,0.8111111111111111,0.6333333333333333,0.7752808988764045,0.02247191011235955,0.4318181818181818,0.5333333333333333,0.797752808988764,0.3058823529411765,0.5777777777777777,0.29069767441860467,0.6555555555555556,0.3888888888888889,0
Cycloheximide & Monastrol,0.1111111111111111,0.7613636363636364,0.02247191011235955,0.3595505617977528,0.7777777777777778,0.7840909090909091,0.7011494252873564,0.37777777777777777,0.15555555555555556,0.367816091954023,0.5555555555555556,0.05555555555555555,0.5280898876404494,0.0,0.12359550561797752,0.15555555555555556,0.4606741573033708,0.34831460674157305,0.30337078651685395,0.1111111111111111,0.5666666666666667,0.20224719101123595,0.0449438202247191,0.10227272727272728,0.8222222222222222,0.2808988764044944,0.023529411764705882,0.18888888888888888,0.4069767441860465,0.6222222222222222,0.3333333333333333,1
Cycloheximide & Trichostatin A,0.05555555555555555,0.9204545454545454,0.20224719101123595,0.6741573033707865,0.4777777777777778,0.5909090909090909,0.9425287356321839,0.05555555555555555,0.35555555555555557,0.9195402298850575,0.7555555555555555,0.2222222222222222,0.033707865168539325,0.7261904761904762,0.6629213483146067,0.6888888888888889,0.9775280898876404,0.011235955056179775,0.797752808988764,0.5666666666666667,0.5444444444444444,0.5393258426966292,0.42696629213483145,0.8977272727272727,0.12222222222222222,0.38202247191011235,0.5411764705882353,0.4111111111111111,0.6162790697674418,0.4666666666666667,0.3,0
Cycloheximide & Vincristine,0.044444444444444446,0.3522727272727273,0.06741573033707865,0.550561797752809,0.5888888888888889,0.7954545454545454,0.367816091954023,0.7888888888888889,0.8666666666666667,0.1839080459770115,0.8,0.15555555555555556,0.8202247191011236,0.047619047619047616,0.21348314606741572,0.35555555555555557,0.0898876404494382,0.5280898876404494,0.5393258426966292,0.3111111111111111,0.4666666666666667,0.8426966292134831,0.033707865168539325,0.375,0.06666666666666667,0.8539325842696629,0.6352941176470588,0.5444444444444444,0.36046511627906974,0.32222222222222224,0.5888888888888889,0
Doxorubicin & Etoposide,0.7222222222222222,0.9090909090909091,0.6966292134831461,0.20224719101123595,1.0,0.9659090909090909,0.7931034482758621,0.7555555555555555,0.011111111111111112,1.0,0.17777777777777778,0.8111111111111111,0.16853932584269662,0.5238095238095238,0.02247191011235955,0.6111111111111112,0.02247191011235955,0.9887640449438202,0.02247191011235955,0.8555555555555555,0.36666666666666664,0.9101123595505618,0.7415730337078652,0.625,0.022222222222222223,0.02247191011235955,0.7058823529411765,1.0,0.6744186046511628,0.9444444444444444,0.9777777777777777,0
Doxorubicin & Geldanamycin,0.14444444444444443,0.3181818181818182,0.10112359550561797,0.2808988764044944,0.13333333333333333,0.0,0.6551724137931034,0.4111111111111111,0.4444444444444444,0.5862068965517241,0.6666666666666666,0.7222222222222222,0.2808988764044944,0.6904761904761905,0.7415730337078652,0.9666666666666667,0.4044943820224719,0.6629213483146067,0.6853932584269663,0.9555555555555556,0.6111111111111112,0.5842696629213483,0.9438202247191011,0.6022727272727273,0.26666666666666666,0.898876404494382,0.9764705882352941,0.16666666666666666,0.7441860465116279,0.2222222222222222,0.36666666666666664,0
Doxorubicin & H-7,0.8777777777777778,0.625,0.8089887640449438,0.6404494382022472,0.2222222222222222,0.23863636363636365,0.47126436781609193,0.35555555555555557,0.7111111111111111,0.21839080459770116,0.3333333333333333,0.2111111111111111,0.12359550561797752,0.6547619047619048,0.9213483146067416,0.36666666666666664,0.30337078651685395,0.20224719101123595,0.7078651685393258,0.5222222222222223,0.43333333333333335,0.5955056179775281,0.9213483146067416,0.9545454545454546,0.1,0.12359550561797752,0.49411764705882355,0.43333333333333335,0.627906976744186,0.03333333333333333,0.7,1
Doxorubicin & Mitomycin C,0.7444444444444445,0.8068181818181818,0.6741573033707865,0.4943820224719101,0.9666666666666667,0.8977272727272727,0.8275862068965517,0.7333333333333333,0.044444444444444446,0.9540229885057471,0.37777777777777777,0.4222222222222222,0.25842696629213485,0.5,0.1797752808988764,0.5777777777777777,0.550561797752809,0.9101123595505618,0.11235955056179775,0.7888888888888889,0.9555555555555556,0.9325842696629213,0.7752808988764045,0.6931818181818182,0.14444444444444443,0.0898876404494382,0.6823529411764706,0.9555555555555556,0.8023255813953488,0.9888888888888889,0.9111111111111111,1
Doxorubicin & Trichostatin A,0.7333333333333333,0.7386363636363636,0.7191011235955056,0.6853932584269663,0.6777777777777778,0.48863636363636365,0.022988505747126436,0.26666666666666666,0.37777777777777777,0.19540229885057472,0.7444444444444445,0.6111111111111112,0.11235955056179775,1.0,0.3258426966292135,0.45555555555555555,0.6629213483146067,0.11235955056179775,0.38202247191011235,0.5777777777777777,0.2222222222222222,0.7191011235955056,1.0,1.0,0.0,0.2696629213483146,0.9411764705882353,0.6777777777777778,0.8604651162790697,0.12222222222222222,0.8333333333333334,1
Doxorubicin & Vincristine,0.5777777777777777,0.1590909090909091,0.4606741573033708,0.1797752808988764,0.8555555555555555,0.06818181818181818,0.9540229885057471,0.12222222222222222,0.5333333333333333,0.47126436781609193,0.8222222222222222,0.7888888888888889,0.651685393258427,0.5833333333333334,0.5842696629213483,0.6555555555555556,0.9887640449438202,0.6067415730337079,0.2247191011235955,0.4444444444444444,0.7555555555555555,0.8202247191011236,0.9101123595505618,0.5,0.18888888888888888,0.1797752808988764,0.8352941176470589,0.8888888888888888,0.3953488372093023,0.18888888888888888,1.0,0
Etoposide & Geldanamycin,0.8222222222222222,0.045454545454545456,0.9662921348314607,0.4157303370786517,0.1,0.03409090909090909,0.12643678160919541,0.5,0.8333333333333334,0.4827586206896552,0.6888888888888889,0.9555555555555556,0.2247191011235955,0.9880952380952381,0.797752808988764,0.9777777777777777,0.16853932584269662,0.43820224719101125,0.6179775280898876,0.9666666666666667,0.3,0.29213483146067415,0.9775280898876404,0.36363636363636365,0.4444444444444444,0.6179775280898876,0.9058823529411765,0.1,0.5116279069767442,0.06666666666666667,0.28888888888888886,0
Etoposide & H-7,0.6777777777777778,0.6136363636363636,0.5842696629213483,0.8764044943820225,0.36666666666666664,0.4090909090909091,0.6436781609195402,0.36666666666666664,0.5111111111111111,0.20689655172413793,0.3111111111111111,0.044444444444444446,0.4157303370786517,0.39285714285714285,0.6966292134831461,0.4111111111111111,0.5280898876404494,0.21348314606741572,0.7865168539325843,0.5111111111111111,0.26666666666666666,0.3595505617977528,0.8202247191011236,0.6818181818181818,0.05555555555555555,0.11235955056179775,0.3411764705882353,0.4222222222222222,0.2558139534883721,0.1111111111111111,0.8444444444444444,1
Etoposide & Mitomycin C,0.8111111111111111,0.7954545454545454,0.7415730337078652,0.0,0.9888888888888889,0.8863636363636364,0.9885057471264368,0.7444444444444445,0.022222222222222223,0.9425287356321839,0.43333333333333335,0.5,0.15730337078651685,0.32142857142857145,0.0898876404494382,0.5444444444444444,0.5730337078651685,0.9550561797752809,0.056179775280898875,0.9111111111111111,0.3888888888888889,0.8651685393258427,0.7865168539325843,0.38636363636363635,0.4222222222222222,0.07865168539325842,0.611764705882353,0.8777777777777778,0.27906976744186046,0.9555555555555556,0.6888888888888889,1
Etoposide & Trichostatin A,0.8,0.7840909090909091,0.7528089887640449,0.7865168539325843,0.8444444444444444,0.5,0.9080459770114943,0.2777777777777778,0.3333333333333333,0.1724137931034483,0.9555555555555556,0.9444444444444444,0.33707865168539325,0.9761904761904762,0.25842696629213485,0.4,0.6741573033707865,0.2247191011235955,0.2808988764044944,0.5555555555555556,0.37777777777777777,0.4157303370786517,0.9887640449438202,0.6704545454545454,0.6777777777777778,0.24719101123595505,0.8470588235294118,0.8,0.5697674418604651,0.3333333333333333,0.8111111111111111,1
Etoposide & Vincristine,0.36666666666666664,0.07954545454545454,0.21348314606741572,0.056179775280898875,0.8111111111111111,0.045454545454545456,0.9195402298850575,0.14444444444444443,0.6888888888888889,0.45977011494252873,0.3,0.6888888888888889,0.43820224719101125,0.35714285714285715,0.5730337078651685,0.7555555555555555,1.0,0.3707865168539326,0.12359550561797752,0.5,0.34444444444444444,0.5617977528089888,0.8764044943820225,0.29545454545454547,0.4,0.25842696629213485,0.8235294117647058,0.9333333333333333,0.11627906976744186,0.2111111111111111,0.8888888888888888,0
Geldanamycin & H-7,1.0,0.8295454545454546,1.0,0.7415730337078652,0.35555555555555557,0.26136363636363635,0.6781609195402298,0.5555555555555556,0.9,0.3793103448275862,0.9333333333333333,0.13333333333333333,0.47191011235955055,0.9047619047619048,0.3595505617977528,0.8777777777777778,0.42696629213483145,0.3595505617977528,0.8539325842696629,0.7,0.0,0.2247191011235955,0.6853932584269663,0.5113636363636364,0.044444444444444446,0.6292134831460674,0.6705882352941176,0.4888888888888889,0.6627906976744186,0.5555555555555556,0.32222222222222224,0
Geldanamycin & Methotrexate,0.8555555555555555,0.011363636363636364,0.9550561797752809,0.43820224719101125,0.16666666666666666,0.3181818181818182,0.40229885057471265,0.9444444444444444,0.6333333333333333,0.4482758620689655,0.4888888888888889,0.9222222222222223,0.449438202247191,0.8690476190476191,0.7303370786516854,0.6,0.10112359550561797,0.6292134831460674,0.7191011235955056,0.35555555555555557,0.4222222222222222,0.5168539325842697,0.5393258426966292,0.09090909090909091,0.4777777777777778,0.6067415730337079,0.5647058823529412,0.12222222222222222,0.10465116279069768,0.16666666666666666,0.011111111111111112,0
Geldanamycin & Mitomycin C,0.2777777777777778,0.06818181818181818,0.9101123595505618,0.5955056179775281,0.1111111111111111,0.07954545454545454,0.5747126436781609,0.25555555555555554,0.8444444444444444,0.4367816091954023,0.9777777777777777,0.5222222222222223,0.30337078651685395,0.9642857142857143,0.8089887640449438,1.0,0.7303370786516854,0.5617977528089888,0.6966292134831461,1.0,0.8111111111111111,0.34831460674157305,0.6404494382022472,0.3068181818181818,0.03333333333333333,0.8876404494382022,0.8705882352941177,0.35555555555555557,0.6976744186046512,0.13333333333333333,0.25555555555555554,0
Geldanamycin & Vincristine,0.3333333333333333,0.5681818181818182,0.6404494382022472,0.2247191011235955,0.7222222222222222,0.9431818181818182,0.09195402298850575,0.9666666666666667,0.28888888888888886,0.6091954022988506,0.9888888888888889,0.9111111111111111,0.8089887640449438,0.4880952380952381,0.16853932584269662,0.6333333333333333,0.8314606741573034,0.9438202247191011,0.8314606741573034,0.4222222222222222,0.7666666666666667,0.11235955056179775,0.8651685393258427,0.2727272727272727,0.8777777777777778,0.8651685393258427,0.9529411764705882,0.25555555555555554,0.3488372093023256,0.9333333333333333,0.6111111111111112,0
H-7 & Methotrexate,0.0,0.0,0.0,0.8876404494382022,0.2777777777777778,0.5340909090909091,0.22988505747126436,0.32222222222222224,0.9444444444444444,0.011494252873563218,0.23333333333333334,0.3333333333333333,0.39325842696629215,0.15476190476190477,0.9325842696629213,0.011111111111111112,0.6067415730337079,0.24719101123595505,0.5955056179775281,0.011111111111111112,0.23333333333333334,0.449438202247191,0.20224719101123595,0.17045454545454544,0.9666666666666667,0.10112359550561797,0.17647058823529413,0.3333333333333333,0.06976744186046512,0.044444444444444446,0.6666666666666666,0
H-7 & Mitomycin C,0.9222222222222223,0.5227272727272727,0.8764044943820225,0.9550561797752809,0.7,0.5113636363636364,0.39080459770114945,0.6666666666666666,0.3111111111111111,0.16091954022988506,0.4111111111111111,0.03333333333333333,0.6292134831460674,0.3333333333333333,0.898876404494382,0.5,0.19101123595505617,0.3146067415730337,0.6629213483146067,0.6,0.9666666666666667,0.43820224719101125,0.33707865168539325,0.5568181818181818,0.9222222222222223,0.3258426966292135,0.36470588235294116,0.4666666666666667,0.32558139534883723,0.3111111111111111,0.4222222222222222,1
H-7 & Monastrol,0.9333333333333333,0.5113636363636364,0.9213483146067416,0.9438202247191011,0.6222222222222222,0.5681818181818182,0.28735632183908044,0.5888888888888889,0.4222222222222222,0.14942528735632185,0.1,0.0,0.6404494382022472,0.14285714285714285,0.47191011235955055,0.13333333333333333,0.43820224719101125,0.1348314606741573,0.4157303370786517,0.15555555555555556,0.9222222222222223,0.4943820224719101,0.30337078651685395,0.18181818181818182,1.0,0.29213483146067415,0.07058823529411765,0.36666666666666664,0.05813953488372093,0.5444444444444444,0.2222222222222222,1
H-7 & Rapamycin,0.9555555555555556,0.7727272727272727,0.898876404494382,0.7752808988764045,0.34444444444444444,0.6818181818181818,0.5632183908045977,0.1,0.14444444444444443,0.4942528735632184,0.9444444444444444,0.07777777777777778,0.0898876404494382,0.27380952380952384,0.9662921348314607,0.3888888888888889,0.0449438202247191,0.0898876404494382,1.0,0.9,0.9777777777777777,0.14606741573033707,0.43820224719101125,0.9090909090909091,0.9111111111111111,1.0,0.16470588235294117,0.26666666666666666,0.872093023255814,0.6888888888888889,0.4,0
H-7 & Trichostatin A,0.9666666666666667,0.8522727272727273,0.9325842696629213,0.8426966292134831,0.45555555555555555,0.5454545454545454,0.6091954022988506,0.011111111111111112,0.4111111111111111,0.8620689655172413,0.5888888888888889,0.011111111111111112,0.0,0.7857142857142857,0.9550561797752809,0.28888888888888886,0.12359550561797752,0.0,0.7640449438202247,0.6222222222222222,0.5888888888888889,0.2808988764044944,0.9550561797752809,0.9659090909090909,0.37777777777777777,0.9438202247191011,0.6588235294117647,0.45555555555555555,0.38372093023255816,0.5888888888888889,0.37777777777777777,0
H-7 & Vincristine,0.8888888888888888,0.4772727272727273,0.8314606741573034,0.8314606741573034,0.5666666666666667,0.6022727272727273,0.2413793103448276,0.7666666666666667,0.2777777777777778,0.12643678160919541,0.8111111111111111,0.6444444444444445,0.8539325842696629,0.10714285714285714,0.39325842696629215,0.3333333333333333,0.20224719101123595,0.47191011235955055,0.7303370786516854,0.32222222222222224,0.17777777777777778,0.1797752808988764,0.5730337078651685,0.4659090909090909,0.9777777777777777,0.9662921348314607,0.6941176470588235,0.24444444444444444,0.08139534883720931,0.36666666666666664,0.8222222222222222,0
Methotrexate & Mitomycin C,0.6555555555555556,0.5340909090909091,0.6292134831460674,0.033707865168539325,0.9444444444444444,0.8068181818181818,0.8505747126436781,0.2111111111111111,0.1,0.7471264367816092,0.18888888888888888,0.4444444444444444,0.2696629213483146,0.20238095238095238,0.33707865168539325,0.07777777777777778,0.29213483146067415,1.0,0.06741573033707865,0.14444444444444443,0.6666666666666666,0.898876404494382,0.1348314606741573,0.11363636363636363,0.3333333333333333,0.0449438202247191,0.21176470588235294,0.9,0.03488372093023256,0.9666666666666667,0.7888888888888889,0
Methotrexate & Monastrol,0.35555555555555557,0.4318181818181818,0.39325842696629215,0.02247191011235955,0.7666666666666667,0.5227272727272727,0.5862068965517241,0.9111111111111111,0.8555555555555555,0.7586206896551724,0.03333333333333333,0.1,0.5842696629213483,0.03571428571428571,0.651685393258427,0.0,0.3595505617977528,0.7865168539325843,0.0898876404494382,0.0,0.15555555555555556,0.6629213483146067,0.07865168539325842,0.0,0.8111111111111111,0.7191011235955056,0.0,0.0,0.011627906976744186,0.08888888888888889,0.23333333333333334,0
Methotrexate & Rapamycin,0.3888888888888889,0.022727272727272728,0.43820224719101125,0.25842696629213485,0.06666666666666667,0.45454545454545453,0.011494252873563218,0.3111111111111111,0.9333333333333333,0.2988505747126437,0.6,0.8222222222222222,0.20224719101123595,0.23809523809523808,0.8426966292134831,0.05555555555555555,0.11235955056179775,0.4606741573033708,0.9775280898876404,0.05555555555555555,1.0,0.7640449438202247,0.1797752808988764,0.20454545454545456,0.7333333333333333,0.5056179775280899,0.09411764705882353,0.011111111111111112,0.18604651162790697,0.25555555555555554,0.2,0
Methotrexate & Vincristine,0.2222222222222222,0.14772727272727273,0.19101123595505617,0.15730337078651685,0.6444444444444445,0.18181818181818182,0.896551724137931,0.9222222222222223,0.6777777777777778,0.6896551724137931,0.4666666666666667,1.0,0.7528089887640449,0.09523809523809523,0.5280898876404494,0.1111111111111111,0.9101123595505618,0.7303370786516854,0.2696629213483146,0.07777777777777778,0.7111111111111111,1.0,0.2247191011235955,0.022727272727272728,0.8,0.34831460674157305,0.6,0.5666666666666667,0.0,0.3,0.5444444444444444,0
