sample_id,team_01,team_02,team_03,team_04,team_05,team_06,team_07,team_08,team_09,team_10,team_11,team_12,team_13,team_14,team_15,team_16,team_17,team_18,team_19,team_20,team_21,team_22,team_23,team_24,team_25,team_26,team_27,team_28,team_29,team_30,team_31,team_32,team_33,team_34,team_35,team_36,team_37,team_38,team_39,team_40,team_41,team_42,team_43,team_44,team_45,team_46,team_47,team_48,team_49,team_50,team_51,team_52,team_53,team_54,team_55,team_56,team_57,team_58,team_59,team_60,team_61,team_62,team_63,team_64,team_65,class
AB1 AB3,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.785,0.0757656948009922,0.54557,0.47975,0.0,0.01927,0.11851,0.0,0.47066,0.0,0.11587,0.0,0.0,0.0,0.0,0.802631578947,0.0,0.0,0.0,0.0,0.0,0.318336666667,0.638158,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.101100098386,0.00278994050489404,1.07760501216021,0.0,0.95275,0.0,0.0,0.0,0.0,0.0751707495403,0.0,0.0,0.0,0.065678,0.0,0.0,0.12542555839271,0.0,0.0252096503973,0.0,0.0
AB1 AB4,0.0,0.0,0.0,1.0,0.0,1.0,0.789314516129032,0.0,0.67,0.0914359676790208,0.6703,0.35904,0.0,0.03648,0.0,0.61786,0.0,0.80679,0.78878,0.0,0.0,0.0,0.0,0.742105263158,0.0,0.0,0.127547384922331,0.0,0.0,0.727688888889,0.617105,0.0,0.0,0.6258,0.0,0.0,0.0,0.75509215714761,0.785,0.039297,0.7622,1.0,0.0,0.0,0.0,0.097100852702,0.0821129540915708,0.0,0.0172413793103448,0.0,0.0,0.0,0.0,0.0,0.128079243987,0.0,0.81770759702121,0.0,0.101411,0.618453865,0.0,0.255230031164936,0.64105,0.0637578293681,0.0,0.0
AB1 AB5,0.121543,0.0,0.0,1.0,0.0,0.0,0.28125,0.0,0.0,0.0980097064372863,0.34479,0.29184,0.0,0.00512,0.01553,0.0,0.0,0.0,0.01518,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0182414137095625,0.0,0.0,0.19143,0.777632,0.0,0.0,0.1298,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.051234967114,0.0611029822507789,1.09464846630421,0.0714285714285714,0.12791,0.711111,0.0,0.134855701361,0.0,0.13270564005,0.0,0.0,0.319529926169888,0.026341,0.0,0.0,0.17222834567645,0.0,0.0286821927875,0.6875,0.0
AB1 AB6,0.292111,0.2474416575,0.0,0.333,0.0,0.0,0.908266129032258,0.0,0.6825,0.175048952078357,0.76208,0.39797,0.0,0.01826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.486842105263,0.0,0.044466,0.0,0.0,0.0,0.322117333334,0.138158,0.0,0.0,0.9362,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0639670809568,0.00474902138223844,0.0,0.0,0.25719,0.0,0.427350427350428,0.929462053907,0.0,0.0913945371327,0.0,0.0,0.0,0.011715,0.6987023925,0.0,0.652012666652443,0.0,0.0746511891484,0.671875,1.0
AB1 AB7,0.0,0.0,0.0,1.0,0.139097,0.0,0.985887096774194,0.0,0.925,0.134125780257617,0.62016,0.25103,0.0,0.03299,0.15013,0.0,0.0,0.0,0.14678,0.0,0.0,0.0,0.0,0.521052631579,0.0,0.0,0.0,0.0,0.0,0.341186666667,0.328947,0.0,0.0,0.024,0.0,0.775,0.0,0.0,0.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0230338007934,0.0171798328938845,1.12398279208167,0.0,0.17866,0.0,0.0,0.0,0.0,0.046095097643,0.0,0.0,0.0,0.019438,0.426433915,0.0,0.0315686844398651,0.0,0.0111792953685,0.0,0.0
AB1 AB8,0.0,0.305141763663351,0.0,0.839,0.091438,0.0,0.0504032258064516,0.0,0.0,0.103290014930173,0.02146,0.28562,0.0,0.06263,0.0,0.0,0.0,0.0,0.0,0.0,0.066263,0.0,0.0,0.507894736842,0.0,0.035653,0.0,0.0,0.0,0.246490666666,0.596053,0.0,0.0,0.0054,0.0,0.0,0.0,0.853573910274164,0.695,0.0,0.0,0.0,0.0,0.0,0.0,0.0354128004639,0.00545504190981638,0.0,0.0151515151515152,0.35925,0.0222222,0.0,0.190168672229,0.0,0.0662481210673,0.0,0.0,0.0,0.016606,0.0,0.0,0.119554103918644,0.0,0.0521928854287,0.0,0.0
AB1 AB9,0.232579,0.0,0.0,0.728,0.0,0.0,0.975806451612903,0.0,0.0,0.0791429139735248,0.36431,0.33096,0.0,0.08823,0.0,0.0,0.242002,0.0,0.0,0.0,0.0,0.0,0.0,0.660526315789,0.0,0.0,0.0,0.0,0.0,0.482786666667,0.698684,0.0,0.0,0.374,0.0,0.0,0.0,0.0,0.595,0.0,0.0,0.0,0.0,0.0,0.0,0.117769039103,0.0126008736782699,1.0,0.0526315789473684,0.52043,0.155556,0.0,0.0,0.0,0.170595301512,0.0,0.0,0.0,0.07718,0.0,0.0,0.101812885046641,0.0,0.0158707201481,0.609375,0.0
AB10 AB1,0.182307,0.0,0.0,1.0,0.0,0.99,0.0,0.975,0.8925,0.0930176525657399,0.9998869,0.67884,0.0,0.01138,0.01404,0.51645,0.0,0.0,0.01373,0.0,0.0,0.0,0.0,0.926315789474,0.0,0.0,0.186309438981521,0.070729902,0.0,0.514773333334,0.827632,0.0,0.0,0.8006,0.0,0.0,0.235074626865672,0.0,0.975,0.318376,0.0,0.0,0.0,0.0,0.0,0.203168203861,0.155017535762451,0.0,0.0,0.74841,0.0,0.0,0.0,0.0,0.352640712502,0.0,0.528482651386311,0.0,0.079042,0.922693267,0.0,0.28761030199888,0.0,0.110979422927,0.0,0.0
AB10 AB10,0.0,0.0,0.0,0.0,0.618059,0.0,0.0,0.0,0.0,0.108018207111161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.103898,0.0,1.0,0.0,0.0,0.274125546217,0.0,1.0
AB10 AB11,0.152414,0.0,0.0,1.0,0.0,0.0,0.0504032258064516,0.0,0.0,0.0955352800428442,0.82212,0.40338,0.0,0.06685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.360526315789,0.0,0.0,0.0,0.0,0.0,0.174213333333,0.475,0.0,0.0,0.2052,0.0,0.0,0.17910447761194,0.0,0.91,0.164215,0.0,0.0,0.0,0.0,0.0,0.101601441752,0.0142553361889924,0.0,0.0,0.23233,0.0222222,0.0,0.0,0.0,0.139370429879,0.0,0.0,0.690657458821262,0.058553,0.613054175,0.0,0.0191754171163483,0.0,0.0143629275262,0.0,0.0
AB10 AB12,0.265164,0.0,0.0,0.861,0.0,0.0,0.0,0.0,0.905,0.100699895703944,0.18605,0.23044,0.0,0.01039,0.02352,0.0,0.0,0.0,0.02299,0.0,0.0,0.0,0.0,0.357894736842,0.0,0.0,0.0,0.0,0.0,0.221341333334,0.315789,0.0,0.0,0.2042,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0149430968494,0.0168136194520868,0.0,0.0161290322580645,0.20415,0.0,0.0,0.0,0.0,0.0569293556259,0.0,0.0,0.0,0.033585,0.413965087,0.0,0.0946299649977999,0.0,0.0151836164296,0.0,1.0
AB10 AB13,0.094211,0.0,0.0,0.0,0.0,0.0,0.934475806451613,0.0,0.0,0.076028006845435,0.02818,0.69676,0.0,0.01297,0.07208,0.0,0.0,0.0,0.07047,0.0,0.0,0.0,0.0,0.757894736842,0.0,0.0,0.0,0.0,0.592206905780532,0.196563333333,0.132895,0.0,0.0,0.2194,0.0,0.0,0.0,0.0,0.705,0.0,0.0,0.0,0.0,0.0,0.0,0.110397644763,0.00772432518127489,0.0,0.0,0.34694,0.0222222,0.0,0.0,0.0,0.107700712881,0.0,0.0,0.0108325175663363,0.064162,0.0,0.0,0.0727820104202011,0.0,0.0264817588031,0.0,0.0
AB10 AB14,0.032188,0.22473332075,0.0,1.0,0.0,0.88,0.0,0.0,0.9475,0.13290192829971,0.9999997,0.52587,0.0,0.00249,0.06243,0.0,0.005972,0.69879,0.74424,0.0,0.0,0.0,0.0,0.613157894737,0.0,0.0,0.184219276993967,0.0,0.710968791120765,0.49897,0.764474,0.0,0.0,0.7876,0.0,0.0,0.313432835820896,0.89432001689707,0.985,0.0,0.0,0.0,0.493830945,0.0,0.0,0.158918943409,0.14995890192327,0.0,0.0161290322580645,0.30819,0.0,1.0,0.0,0.0,0.329978280785,0.0,0.827068007305593,0.0,0.093091,0.733167082,0.0,0.236519785219595,0.0,0.0256745480001,0.0,0.0
AB10 AB15,0.141921,0.0,0.0,1.0,0.0,0.41,1.0,0.0,0.0,0.0935989779105198,0.71603,0.28942,0.0,0.00213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.423684210526,0.0,0.0,0.0,0.0,0.0,0.195194666666,0.280263,0.0,0.0,0.864,0.0,0.0,0.130597014925373,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0176245290562,0.0127169645625554,0.0,0.0166666666666667,0.085336,0.0,0.0,0.0,0.0,0.0664343569332,0.0,0.0,0.0,0.0,0.810473815,0.0,0.147730245594498,0.0,0.0493844337761,0.0,1.0
AB10 AB16,0.211474,0.0,0.0,0.0,0.0,0.0,0.820564516129032,0.0,0.875,0.185786855251671,0.6372,0.32224,0.0,0.02018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.363157894737,0.0,0.0,0.0,0.0,0.0,0.164224444445,0.0144737,0.0,0.0,0.755,0.54992783,0.0,0.190298507462687,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0388889391013,0.00269438733748654,0.0,0.0,0.56341,0.0,0.0,0.0,0.0,0.0531949980935,0.0,0.0,0.204832621409248,0.0,0.513715711,0.0,0.0667242409460247,0.0,0.0352619402111,0.0,0.0
AB10 AB17,0.233466,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0869254794693918,0.78024,0.35418,0.0,0.03089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.628947368421,0.0,0.0,0.0,0.0,0.0,0.234446666667,0.446053,0.0,0.0,0.3622,0.0,0.0,0.208955223880597,0.0,0.505,0.0,0.0,0.0,0.0,0.0,0.0,0.0316352323758,0.024077142430638,0.0,0.0,0.23934,0.0888889,0.0,0.916684568217,0.0,0.101294836587,0.0,0.0,0.0,0.026198,0.501246883,0.0,0.0230903816044474,0.0,0.0553544089198,0.0,1.0
AB10 AB18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7975,0.0755321801880794,0.29469,0.57967,0.0,0.01737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.789473684211,0.0,0.0,0.0,0.065006432,0.0,0.352653333333,0.161842,0.0,0.0,0.3398,0.0,0.0,0.0485074626865672,0.0,0.795,0.0,0.0,0.0,0.0,0.0,0.0,0.11240607001,0.00555315654747522,0.0,0.0,0.84538,0.0,0.0,0.26305100671,0.0,0.0779628489806,0.0,0.0,0.0,0.092297,0.0,0.0,0.122950784459097,0.0,0.0556385666132,0.0,0.0
AB10 AB19,0.259115,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.073803266051296,0.69159,0.22372,0.0,0.01127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.444736842105,0.0,0.0,0.0185264357987744,0.0,0.565529554403629,0.131197777778,0.393421,0.0,0.0,0.0058,0.0,0.0,0.138059701492537,0.765498666192404,0.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0357058799464,0.00732861170212992,0.0,0.0,0.27357,0.0222222,0.0,0.0,0.0,0.106920793047,0.0,0.0,0.0,0.023911,0.673316708,0.0,0.106214657996463,0.0,0.00626832339913,0.0,0.0
AB10 AB2,0.126642,0.0,0.0,1.0,0.21204,0.35,0.0504032258064516,0.0,0.9975,0.119701346480041,0.87705,0.58555,0.0,0.00048,0.0,0.0,0.0,0.0,0.0,0.0,0.999991,0.0,0.0,0.818421052632,0.0,0.999633,0.0927271863569427,0.0,0.62421163508717,0.363164444445,0.738158,0.0,0.0,0.8716,0.0,0.0,0.171641791044776,0.0,0.985,0.0,0.0,0.0,0.0,0.0,0.0,0.153979232026,0.0700960761650663,0.0,0.166666666666667,0.47081,0.0888889,0.0,0.0,0.0,0.225722452449,0.0,0.6655973329577,0.0,0.103058,0.805486284,0.215553,0.0705488361048775,0.0,0.0824282467365,0.0,1.0
AB10 AB20,0.230921,0.21838576425,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.113255616979368,0.79622,0.68085,0.0,0.03555,0.0,0.0,0.0,0.0,0.0,0.9999735336260949,0.337671,0.0,0.0,0.952631578947,0.0,0.99996,0.225737494655836,0.088241231,0.0,0.464148888889,0.889474,0.9997208163090819,1.0,0.3924,0.0,1.0,0.0,0.0,0.925,0.0,0.0,0.0,0.0,0.9999735336260949,0.9997208163090819,0.219952828603,0.186791371969196,0.0,0.111111111111111,0.50328,0.0666667,0.324786324786325,0.573867819314,0.0,0.330040360133,0.0,0.700877433630853,0.0,0.09253,0.902743142,0.999863,0.338654960526603,0.40003,0.0239473450929,0.0,0.0
AB10 AB3,0.316698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.825,0.0757656948009922,0.45151,0.24328,0.0,0.00442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.410526315789,0.0,0.0,0.0,0.0,0.0,0.217336666667,0.222368,0.0,0.0,0.1944,0.0,0.0,0.0,0.0,0.795,0.0,0.0,0.0,0.0,0.0,0.0,0.103905592161,0.00298186532138751,0.0,0.0,0.52709,0.0,0.0,0.0,0.0,0.090324690584,0.0,0.0,0.0,0.057029,0.670822943,0.0,0.0677942587563716,0.0,0.0362690426409,0.0,0.0
AB10 AB4,0.0,0.335117580483456,0.0,1.0,0.0,0.37,0.0,0.0,0.0,0.0914359676790208,0.90178,0.42859,0.0,0.01093,0.59525,0.0,0.187607,0.0,0.58197,0.0,0.0,0.0,0.0,0.884210526316,0.0,0.0,0.128497458553038,0.0,0.0,0.31353,0.630263,0.0,0.0,0.7004,0.0,0.0,0.32089552238806,0.0,0.635,0.113945,0.0,0.0,0.0,0.0,0.0,0.155356679228,0.120883048993501,0.0,0.0142857142857143,0.53306,0.0,0.0,0.0,0.0,0.293475780333,0.0,0.644815629733325,0.0,0.106132,0.927680798,0.0,0.259696287643099,0.42274,0.0405000858009,0.0,0.0
AB10 AB5,0.485595,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.89,0.0980097064372863,0.50989,0.3617,0.0,0.00056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.757894736842,0.0,0.0,0.0742482542397036,0.0,0.0,0.100804444445,0.453947,0.0,0.0,0.6418,0.0,0.0,0.0708955223880597,0.0,0.795,0.0,0.0,0.0,0.0,0.0,0.0,0.0670069270265,0.0240585138884822,0.0,0.0,0.17067,0.0,0.0,0.0,0.0,0.0794583252506,0.0,0.0,0.0,0.077561,0.753117207,0.0,0.059750866604403,0.0,0.0224647670984,0.0,1.0
AB10 AB6,0.346589,0.0,0.0,0.572,0.0,0.0,0.0,0.0,0.695,0.175048952078357,0.3308,0.44702,0.0,0.0525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.584210526316,0.0,0.0,0.0,0.0,0.0,0.169253333333,0.0394737,0.0,1.0,0.2378,0.0,0.0,0.175373134328358,0.0,0.745,0.0,0.0,0.0,0.0,0.0,0.0,0.0481624654274,0.00588347447133073,0.0,0.0,0.0,0.0222222,0.0,0.0,0.0,0.0815293761427,0.0,0.0,0.128715357318093,0.069506,0.0,0.0,0.0540166504128501,0.0,0.0212515443563,0.0,0.0
AB10 AB7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.134125780257617,0.4301,0.3012,0.0,0.09099,0.03442,0.0,0.0,0.0,0.03365,0.0,0.0,0.0,0.0,0.542105263158,0.0,0.0,0.0,0.0,0.0,0.133906666667,0.357895,0.0,0.0,0.3324,0.0,0.0,0.0,0.0,0.995,0.0,0.0,0.0,0.0,0.0,0.0,0.0498026182828,0.0159885476569469,0.0,0.0,0.1527,0.0,0.0,0.0,0.0,0.0502651780208,1.0,0.0,0.0,0.148658,0.581047382,0.0,0.158834546552283,0.0,0.0214187223464,0.0,1.0
AB10 AB8,0.589515,0.0,0.0,0.25,0.0,0.0,0.0504032258064516,0.0,0.0,0.103290014930173,0.60241,0.20719,0.0,0.00315,0.0,0.0,0.0,0.45819,0.44797,0.0,0.0,0.0,0.0,0.357894736842,0.0,0.0,0.0,0.0,0.0,0.117177777778,0.103947,0.0,0.0,0.146,0.0,0.0,0.138059701492537,0.0,0.985,0.0,0.0,0.0,0.0,0.0,0.0,0.0371836793167,0.0152877942244026,0.0,0.0,0.091847,0.0222222,0.0,0.0,0.0,0.0857230190747,0.0,0.0,0.0,0.0,0.940149626,0.0,0.0356918807741882,0.0,0.0636013075709,0.0,0.0
AB10 AB9,0.407454,0.312775824251425,0.0,0.883,0.0,0.38,0.0,0.0,0.0,0.0791429139735248,0.83578,0.66544,0.0,0.08288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.671052631579,0.0,0.0,0.0549617595363641,0.07485959,0.0,0.402666666667,0.867105,0.0,0.0,0.0802,0.0,0.0,0.149253731343284,0.0,0.84,0.137404,0.0,0.0,0.0,0.0,0.0,0.118862335992,0.0123164019656842,0.0,0.0588235294117647,0.57966,0.0,0.0,0.0,0.0,0.143402718088,0.0,0.0,0.0,0.066734,0.387191194,0.0,0.117204704380935,0.0,0.076620452106,0.0,1.0
AB11 AB1,0.038299,0.5,0.0,1.0,0.164919,0.0,0.0,1.0,0.0,0.0930176525657399,0.9983017,0.59127,0.0,0.04739,0.0,0.54791,0.0,0.0,0.0,0.9999999999999981,0.943942,0.3,0.0,0.955263157895,0.0,0.030493,0.924374138995772,0.0,0.642642284273308,0.52299,0.980263,0.9999999783524524,0.0,1.0,0.512854138,0.0,0.548507462686567,0.0,0.69,0.0,0.52372,0.0,0.0,0.9999999999999981,0.9999999783524524,0.268395514299,0.125252135928092,0.0,0.333333333333333,1.0,1.0,0.0,0.0,0.0,0.539938782188,0.0,0.564982672542992,0.0,0.069205,0.842892768,0.030365,0.595796075807038,0.44048,0.0234174951911,0.0,1.0
